frame,xmin,xmax,ymin,ymax,class_id,label_name
final 2_mp4-1009_jpg.rf.Kj2oSMospg6UxPsAcjIK.jpg,386,1089,227,720,3,person
final 2_mp4-9078_jpg.rf.N2J5r6Hskg6nGZcpnNx8.jpg,549,897,209,720,3,person
final 2_mp4-9078_jpg.rf.N2J5r6Hskg6nGZcpnNx8.jpg,480,665,18,299,3,person
final 2_mp4-9078_jpg.rf.N2J5r6Hskg6nGZcpnNx8.jpg,334,607,167,452,2,laptop
final 2_mp4-6442_jpg.rf.NzS3RNnSJDGbsilrAl92.jpg,270,1022,74,720,3,person
final 2_mp4-0778_jpg.rf.OHCIDa8Rvf7bqW1khtES.jpg,1012,1150,207,422,3,person
final 2_mp4-0778_jpg.rf.OHCIDa8Rvf7bqW1khtES.jpg,417,1014,31,685,3,person
frame_2970_jpg.rf.PxWEv57KFNSJ9lkBELxy.jpg,168,393,195,638,3,person
frame_2970_jpg.rf.PxWEv57KFNSJ9lkBELxy.jpg,150,263,249,508,1,cell phone
frame_2970_jpg.rf.PxWEv57KFNSJ9lkBELxy.jpg,355,469,260,554,1,cell phone
final 2_mp4-5706_jpg.rf.QK829xk4tqsmMeZAYjXy.jpg,313,1138,86,720,3,person
final 2_mp4-8732_jpg.rf.S5rpErzsXdVvnjpPsr2p.jpg,470,844,174,654,3,person
final 2_mp4-8732_jpg.rf.S5rpErzsXdVvnjpPsr2p.jpg,829,1261,0,631,3,person
frame_500_jpg.rf.SwNPESkik9SOloXCOYcg.jpg,188,413,86,639,3,person
frame_500_jpg.rf.SwNPESkik9SOloXCOYcg.jpg,352,640,439,639,2,laptop
final 2_mp4-2424_jpg.rf.XDSeJPGzJRnisNz2HjX9.jpg,482,1043,169,708,3,person
final 2_mp4-2424_jpg.rf.XDSeJPGzJRnisNz2HjX9.jpg,851,1157,0,474,3,person
final 2_mp4-3365_jpg.rf.ZuaIohr9imX3PjOD7KmW.jpg,533,835,607,720,1,cell phone
final 2_mp4-3365_jpg.rf.ZuaIohr9imX3PjOD7KmW.jpg,501,919,17,538,1,cell phone
final 2_mp4-3365_jpg.rf.ZuaIohr9imX3PjOD7KmW.jpg,307,686,0,350,3,person
final 2_mp4-5257_jpg.rf.aXF7jNe6By0nJLg2FADx.jpg,185,592,505,673,1,cell phone
final 2_mp4-5257_jpg.rf.aXF7jNe6By0nJLg2FADx.jpg,79,724,83,720,3,person
final 2_mp4-5257_jpg.rf.aXF7jNe6By0nJLg2FADx.jpg,810,1280,0,713,3,person
frame_3450_jpg.rf.chCshLpuQ094GXXowJZy.jpg,139,555,86,639,3,person
final 2_mp4-1310_jpg.rf.plFRRdN9IwHNlSmnLfu3.jpg,415,1114,197,720,3,person
final 2_mp4-1310_jpg.rf.plFRRdN9IwHNlSmnLfu3.jpg,782,1016,442,717,1,cell phone
final 2_mp4-2513_jpg.rf.psR61XVnYm5vGqlEoSWg.jpg,464,1027,5,720,3,person
final 2_mp4-2513_jpg.rf.psR61XVnYm5vGqlEoSWg.jpg,778,1007,355,720,1,cell phone
final 2_mp4-7711_jpg.rf.tAh0U1XBOsuJajDxpjAS.jpg,361,886,152,720,3,person
final 2_mp4-7711_jpg.rf.tAh0U1XBOsuJajDxpjAS.jpg,394,594,655,719,1,cell phone
final 2_mp4-2909_jpg.rf.wRVKDDqGLZZiYr6JKcOc.jpg,377,998,35,720,3,person
final 2_mp4-4056_jpg.rf.x0xt45vG5bXMqF8oT8F2.jpg,123,1031,96,720,3,person
final 2_mp4-8608_jpg.rf.xVOYpPJOqZihEjAl4Oj8.jpg,419,978,158,720,3,person
final 2_mp4-6440_jpg.rf.2BXVJTHMiovCiUiUSF56.jpg,273,979,55,720,3,person
final 2_mp4-0099_jpg.rf.2HFjek11R9xOV9OEajW0.jpg,630,700,283,435,1,cell phone
final 2_mp4-0099_jpg.rf.2HFjek11R9xOV9OEajW0.jpg,1031,1130,225,334,3,person
final 2_mp4-0099_jpg.rf.2HFjek11R9xOV9OEajW0.jpg,475,1087,25,708,3,person
final 2_mp4-2220_jpg.rf.2dI7yLo3AvAGeYLtICdY.jpg,518,975,181,712,3,person
final 2_mp4-2220_jpg.rf.2dI7yLo3AvAGeYLtICdY.jpg,738,1032,4,466,3,person
final 2_mp4-4933_jpg.rf.4nLDkmj7jTxbJj6239Fk.jpg,452,807,247,720,1,cell phone
final 2_mp4-4933_jpg.rf.4nLDkmj7jTxbJj6239Fk.jpg,343,907,132,720,3,person
final 2_mp4-4933_jpg.rf.4nLDkmj7jTxbJj6239Fk.jpg,0,399,0,669,3,person
final 2_mp4-4497_jpg.rf.7xcmDS18VogL5iPIc3XP.jpg,332,1052,105,720,3,person
final 2_mp4-3156_jpg.rf.94oGMMcfwOnLFKV1KX8g.jpg,493,1120,72,719,3,person
final 2_mp4-3156_jpg.rf.94oGMMcfwOnLFKV1KX8g.jpg,465,758,520,678,1,cell phone
final 2_mp4-3156_jpg.rf.94oGMMcfwOnLFKV1KX8g.jpg,0,315,3,712,3,person
final 2_mp4-3152_jpg.rf.AwIcqivCLsLmDMaW7rXM.jpg,264,456,570,720,1,cell phone
final 2_mp4-3152_jpg.rf.AwIcqivCLsLmDMaW7rXM.jpg,86,1047,247,720,3,person
final 2_mp4-2095_jpg.rf.CpXWA4fZkMUIfaMZyEjg.jpg,366,969,137,720,3,person
final 2_mp4-2095_jpg.rf.CpXWA4fZkMUIfaMZyEjg.jpg,796,1105,9,559,3,person
final 2_mp4-7406_jpg.rf.EkgmaG9mwxxOq8ox0G8n.jpg,482,923,152,523,3,person
final 2_mp4-7406_jpg.rf.EkgmaG9mwxxOq8ox0G8n.jpg,535,1128,402,720,2,laptop
final 2_mp4-2626_jpg.rf.IktZiSv2gsyGf0dfFhrF.jpg,840,1163,541,720,1,cell phone
final 2_mp4-2626_jpg.rf.IktZiSv2gsyGf0dfFhrF.jpg,398,1082,0,720,3,person
final 2_mp4-0925_jpg.rf.LKdyzSUoS3pKbGDFRWql.jpg,344,981,247,720,3,person
frame_4010_jpg.rf.RSky32Ds0pJB2lbVYTDo.jpg,180,469,153,638,3,person
final 2_mp4-1612_jpg.rf.Wb09jDjzg4sk2z4OA2vq.jpg,480,998,193,712,3,person
final 2_mp4-3292_jpg.rf.XeI4ss1UJXwcRVOiHazS.jpg,446,617,485,717,1,cell phone
final 2_mp4-3292_jpg.rf.XeI4ss1UJXwcRVOiHazS.jpg,515,935,10,669,3,person
final 2_mp4-3292_jpg.rf.XeI4ss1UJXwcRVOiHazS.jpg,337,586,0,400,3,person
final 2_mp4-3332_jpg.rf.Y6G7oypqKwmmQsCkYpiq.jpg,401,896,153,720,3,person
final 2_mp4-3332_jpg.rf.Y6G7oypqKwmmQsCkYpiq.jpg,0,142,63,413,3,person
final 2_mp4-3332_jpg.rf.Y6G7oypqKwmmQsCkYpiq.jpg,1082,1280,306,648,3,person
final 2_mp4-3332_jpg.rf.Y6G7oypqKwmmQsCkYpiq.jpg,510,657,323,453,1,cell phone
final 2_mp4-3884_jpg.rf.ZUWThSAuycR3RwvLPtYL.jpg,184,1096,109,720,3,person
final 2_mp4-4218_jpg.rf.a63w0oNCwpEh9LQFXigp.jpg,282,1047,73,720,3,person
final 2_mp4-1230_jpg.rf.b0NUAnd6ccBrTo0EL9sD.jpg,53,495,17,713,3,person
final 2_mp4-1230_jpg.rf.b0NUAnd6ccBrTo0EL9sD.jpg,574,1059,203,720,3,person
final 2_mp4-8577_jpg.rf.bBziqFOH28DqVeyCrDu7.jpg,342,851,141,720,3,person
final 2_mp4-8577_jpg.rf.bBziqFOH28DqVeyCrDu7.jpg,792,1149,485,659,1,cell phone
final 2_mp4-1291_jpg.rf.cUQDs0Bwt9RA1xscH6QH.jpg,697,993,501,720,1,cell phone
final 2_mp4-1291_jpg.rf.cUQDs0Bwt9RA1xscH6QH.jpg,497,1070,219,720,3,person
final 2_mp4-1207_jpg.rf.g0Hi2WOx9Lews3ebYaH7.jpg,540,1122,210,720,3,person
final 2_mp4-5506_jpg.rf.gZ9IqiJNoYNWlWM2nREl.jpg,284,1060,99,720,3,person
final 2_mp4-0297_jpg.rf.ibcWXOvRKUZMHCsixn2b.jpg,341,511,144,482,1,cell phone
final 2_mp4-0297_jpg.rf.ibcWXOvRKUZMHCsixn2b.jpg,445,928,18,720,3,person
final 2_mp4-0297_jpg.rf.ibcWXOvRKUZMHCsixn2b.jpg,1003,1126,202,536,3,person
final 2_mp4-3326_jpg.rf.ix9KoDjfSPwwYNTsZ1Wd.jpg,451,903,140,713,3,person
final 2_mp4-3326_jpg.rf.ix9KoDjfSPwwYNTsZ1Wd.jpg,168,500,0,675,3,person
final 2_mp4-3326_jpg.rf.ix9KoDjfSPwwYNTsZ1Wd.jpg,534,668,293,486,1,cell phone
final 2_mp4-0713_jpg.rf.nIlhmeqRdIvGo6BGVR46.jpg,1005,1145,214,406,3,person
final 2_mp4-0713_jpg.rf.nIlhmeqRdIvGo6BGVR46.jpg,408,905,29,640,3,person
final 2_mp4-0713_jpg.rf.nIlhmeqRdIvGo6BGVR46.jpg,684,965,657,720,1,cell phone
final 2_mp4-0713_jpg.rf.nIlhmeqRdIvGo6BGVR46.jpg,645,950,2,336,3,person
final 2_mp4-3276_jpg.rf.q4gHF4C9HWYIFfKO3Wux.jpg,591,834,628,720,1,cell phone
final 2_mp4-3276_jpg.rf.q4gHF4C9HWYIFfKO3Wux.jpg,520,904,47,686,3,person
final 2_mp4-3276_jpg.rf.q4gHF4C9HWYIFfKO3Wux.jpg,403,691,0,401,3,person
final 2_mp4-2162_jpg.rf.w6to9vrqmf6WYRNsQ16Q.jpg,542,980,166,720,3,person
final 2_mp4-2162_jpg.rf.w6to9vrqmf6WYRNsQ16Q.jpg,847,1137,8,553,3,person
final 2_mp4-2162_jpg.rf.w6to9vrqmf6WYRNsQ16Q.jpg,535,852,639,720,1,cell phone
final 2_mp4-5594_jpg.rf.wRQuP2z6rYKAbqwfYkLx.jpg,412,1097,95,720,3,person
final 2_mp4-1045_jpg.rf.xkSuIJFsqwFL17B6fEHS.jpg,440,1124,223,720,3,person
final 2_mp4-8980_jpg.rf.yfBwi1Iuj44G36toQq7N.jpg,624,814,446,638,1,cell phone
final 2_mp4-8980_jpg.rf.yfBwi1Iuj44G36toQq7N.jpg,379,850,185,680,3,person
final 2_mp4-3548_jpg.rf.02bdr07kyuiBkCmcywCF.jpg,482,1037,122,720,3,person
final 2_mp4-5872_jpg.rf.2hS7k5gT8q5IeGgRgGrX.jpg,0,108,110,720,3,person
final 2_mp4-5872_jpg.rf.2hS7k5gT8q5IeGgRgGrX.jpg,335,1037,96,720,3,person
final 2_mp4-0110_jpg.rf.3tBLlvK87FOULjmZyULZ.jpg,539,743,264,488,1,cell phone
final 2_mp4-0110_jpg.rf.3tBLlvK87FOULjmZyULZ.jpg,1031,1139,199,367,3,person
final 2_mp4-0110_jpg.rf.3tBLlvK87FOULjmZyULZ.jpg,531,1111,26,640,3,person
final 2_mp4-7679_jpg.rf.5LTqqS6jVpHnlWzGz48s.jpg,88,480,0,466,3,person
final 2_mp4-7679_jpg.rf.5LTqqS6jVpHnlWzGz48s.jpg,504,881,153,710,3,person
final 2_mp4-4513_jpg.rf.6IUYHYlYGz2Db6jpskWj.jpg,300,1038,114,720,3,person
final 2_mp4-8554_jpg.rf.AR5qUKMfsn87t0jV3Lt1.jpg,790,1280,477,720,1,cell phone
final 2_mp4-8554_jpg.rf.AR5qUKMfsn87t0jV3Lt1.jpg,397,896,164,720,3,person
final 2_mp4-8606_jpg.rf.BFFLlDKWQdacokwMyyka.jpg,346,976,133,720,3,person
final 2_mp4-6673_jpg.rf.DoBISkfKMdbHZbHOD7wP.jpg,476,749,409,720,1,cell phone
final 2_mp4-6673_jpg.rf.DoBISkfKMdbHZbHOD7wP.jpg,348,956,128,720,3,person
final 2_mp4-6720_jpg.rf.EKRFoAFgFkRV0l8IU7sG.jpg,797,1002,342,662,1,cell phone
final 2_mp4-6720_jpg.rf.EKRFoAFgFkRV0l8IU7sG.jpg,468,1056,45,720,3,person
final 2_mp4-6772_jpg.rf.FaC4GF9931di74ntNnkk.jpg,393,1192,27,720,3,person
final 2_mp4-5341_jpg.rf.IE7yNH7VOovTLIJPjAEe.jpg,406,782,0,432,3,person
final 2_mp4-5341_jpg.rf.IE7yNH7VOovTLIJPjAEe.jpg,497,998,125,720,3,person
final 2_mp4-5341_jpg.rf.IE7yNH7VOovTLIJPjAEe.jpg,1140,1280,197,400,2,laptop
final 2_mp4-1684_jpg.rf.IpAskb2KXMyiQcJoyqdo.jpg,440,1030,211,720,3,person
final 2_mp4-1684_jpg.rf.IpAskb2KXMyiQcJoyqdo.jpg,1,148,14,720,3,person
final 2_mp4-4615_jpg.rf.JH990ZOXgE0aN03HodNs.jpg,469,1077,0,672,3,person
final 2_mp4-4615_jpg.rf.JH990ZOXgE0aN03HodNs.jpg,52,482,0,696,3,person
final 2_mp4-6256_jpg.rf.KFV1FMWoSesaqPlCNo67.jpg,1170,1280,224,411,3,person
final 2_mp4-6256_jpg.rf.KFV1FMWoSesaqPlCNo67.jpg,388,1002,150,720,3,person
final 2_mp4-2986_jpg.rf.KuTFXUGy2oD51vA0WoJA.jpg,96,819,16,720,3,person
final 2_mp4-8801_jpg.rf.M5qkmCdkruwCcnC5VsOx.jpg,381,814,159,604,3,person
final 2_mp4-8801_jpg.rf.M5qkmCdkruwCcnC5VsOx.jpg,859,1278,0,589,3,person
final 2_mp4-8801_jpg.rf.M5qkmCdkruwCcnC5VsOx.jpg,564,1012,540,720,2,laptop
final 2_mp4-5469_jpg.rf.NBG8TmcvAYozG4b1Yib4.jpg,165,494,190,464,2,laptop
final 2_mp4-5469_jpg.rf.NBG8TmcvAYozG4b1Yib4.jpg,409,698,0,467,3,person
final 2_mp4-5469_jpg.rf.NBG8TmcvAYozG4b1Yib4.jpg,577,1046,106,706,3,person
final 2_mp4-6186_jpg.rf.Qn4zGARyIEl56AlWRXP0.jpg,384,786,620,711,1,cell phone
final 2_mp4-6186_jpg.rf.Qn4zGARyIEl56AlWRXP0.jpg,352,952,147,720,3,person
final 2_mp4-4431_jpg.rf.Zl2LZANpSoRVcPlQx8Gg.jpg,296,959,94,720,3,person
final 2_mp4-4431_jpg.rf.Zl2LZANpSoRVcPlQx8Gg.jpg,867,1105,588,720,1,cell phone
final 2_mp4-7964_jpg.rf.bkwhf7He8P0uKIGnv53O.jpg,454,894,149,580,3,person
final 2_mp4-1085_jpg.rf.dBdCKE1yWkZeLI5nz4zQ.jpg,384,1030,249,720,3,person
final 2_mp4-8171_jpg.rf.epYH3OJl6hKKoT1fGXkh.jpg,352,789,145,680,3,person
final 2_mp4-4727_jpg.rf.lDCqvw07SGInU5JGeli7.jpg,1027,1133,217,663,3,person
final 2_mp4-4727_jpg.rf.lDCqvw07SGInU5JGeli7.jpg,563,1036,0,711,3,person
final 2_mp4-6339_jpg.rf.liBY1BAbaRDLEHZONUXO.jpg,296,506,355,622,1,cell phone
final 2_mp4-6339_jpg.rf.liBY1BAbaRDLEHZONUXO.jpg,270,906,171,720,3,person
final 2_mp4-4079_jpg.rf.oMMA6OZn8IqNVNbiQLNV.jpg,228,1058,106,720,3,person
final 2_mp4-4072_jpg.rf.oN1XBivzTrSczoCdopMz.jpg,314,1021,104,720,3,person
final 2_mp4-6351_jpg.rf.uXucKspvyD4Bt34JcNgS.jpg,328,1109,106,719,3,person
final 2_mp4-1711_jpg.rf.xmVqMvFcV9Z7UcwKAV61.jpg,550,1072,224,720,3,person
final 2_mp4-1711_jpg.rf.xmVqMvFcV9Z7UcwKAV61.jpg,19,234,66,720,3,person
final 2_mp4-1711_jpg.rf.xmVqMvFcV9Z7UcwKAV61.jpg,0,76,184,681,3,person
final 2_mp4-9081_jpg.rf.yvRcRdNA1av4EhFumb4g.jpg,323,576,180,434,2,laptop
final 2_mp4-9081_jpg.rf.yvRcRdNA1av4EhFumb4g.jpg,481,684,21,214,3,person
final 2_mp4-9081_jpg.rf.yvRcRdNA1av4EhFumb4g.jpg,490,914,182,673,3,person
final 2_mp4-3915_jpg.rf.zezESowichx7NQr09XTt.jpg,215,1033,115,720,3,person
final 2_mp4-9013_jpg.rf.0JV2T5Uu363tRnrk3BwL.jpg,531,867,206,720,3,person
final 2_mp4-9013_jpg.rf.0JV2T5Uu363tRnrk3BwL.jpg,487,643,24,181,3,person
final 2_mp4-9013_jpg.rf.0JV2T5Uu363tRnrk3BwL.jpg,318,543,188,459,2,laptop
final 2_mp4-7785_jpg.rf.4jEI91j8xTwl7nkDtDbm.jpg,644,776,353,598,1,cell phone
final 2_mp4-7785_jpg.rf.4jEI91j8xTwl7nkDtDbm.jpg,350,874,135,715,3,person
final 2_mp4-7396_jpg.rf.5RwtKhPlb17H0QNEtJaa.jpg,315,909,56,717,3,person
final 2_mp4-7396_jpg.rf.5RwtKhPlb17H0QNEtJaa.jpg,863,1280,391,720,2,laptop
final 2_mp4-0334_jpg.rf.6dA5iHKu1UeM3Tjy8Otk.jpg,1032,1137,218,400,3,person
final 2_mp4-0334_jpg.rf.6dA5iHKu1UeM3Tjy8Otk.jpg,188,578,11,638,3,person
final 2_mp4-0334_jpg.rf.6dA5iHKu1UeM3Tjy8Otk.jpg,961,1280,399,491,1,cell phone
final 2_mp4-0334_jpg.rf.6dA5iHKu1UeM3Tjy8Otk.jpg,603,1116,25,705,3,person
final 2_mp4-1599_jpg.rf.8Cnn4Fic74f0hpt49pe8.jpg,418,1114,200,720,3,person
final 2_mp4-1599_jpg.rf.8Cnn4Fic74f0hpt49pe8.jpg,459,631,265,578,1,cell phone
final 2_mp4-7174_jpg.rf.EY21iG2KBuQjELnVCc76.jpg,188,517,0,262,1,cell phone
final 2_mp4-7174_jpg.rf.EY21iG2KBuQjELnVCc76.jpg,426,950,31,720,3,person
final 2_mp4-7174_jpg.rf.EY21iG2KBuQjELnVCc76.jpg,915,1280,0,627,3,person
final 2_mp4-3755_jpg.rf.F4F2iswTcMQMrgKPxBkB.jpg,0,388,0,720,3,person
final 2_mp4-3755_jpg.rf.F4F2iswTcMQMrgKPxBkB.jpg,156,505,284,569,1,cell phone
final 2_mp4-3755_jpg.rf.F4F2iswTcMQMrgKPxBkB.jpg,359,973,141,720,3,person
final 2_mp4-6441_jpg.rf.GGIGDoE9u8E18D1jyhxf.jpg,295,981,57,720,3,person
final 2_mp4-2821_jpg.rf.JFLaFMqCwlidJoGqJ3Tn.jpg,338,1095,7,720,3,person
final 2_mp4-0856_jpg.rf.Kkv2neyfGe7IMX2UV1kZ.jpg,423,1006,208,708,3,person
frame_1240_jpg.rf.LW9KQxDthsaTce54ZG0E.jpg,165,465,114,639,3,person
final 2_mp4-3936_jpg.rf.NwCIAImCjBho2dmePHXI.jpg,269,1013,112,720,3,person
final 2_mp4-8939_jpg.rf.QaERw2okicmRmey2p3rs.jpg,374,869,144,691,3,person
final 2_mp4-8939_jpg.rf.QaERw2okicmRmey2p3rs.jpg,417,562,430,654,1,cell phone
final 2_mp4-5887_jpg.rf.RROzCPXVTTpqmvOXK1fi.jpg,0,454,0,720,3,person
final 2_mp4-5887_jpg.rf.RROzCPXVTTpqmvOXK1fi.jpg,449,1034,66,720,3,person
final 2_mp4-8212_jpg.rf.T9OYm2wvjSVuoFJOV8MM.jpg,302,952,140,720,3,person
final 2_mp4-5933_jpg.rf.WcKCfsWUDHFfRnWJGlhZ.jpg,435,706,273,597,1,cell phone
final 2_mp4-5933_jpg.rf.WcKCfsWUDHFfRnWJGlhZ.jpg,0,125,255,461,1,cell phone
final 2_mp4-5933_jpg.rf.WcKCfsWUDHFfRnWJGlhZ.jpg,0,386,0,720,3,person
final 2_mp4-5933_jpg.rf.WcKCfsWUDHFfRnWJGlhZ.jpg,419,1013,72,714,3,person
final 2_mp4-7121_jpg.rf.XpC6Wl8S0xQxhnmONaGF.jpg,700,889,319,627,1,cell phone
final 2_mp4-7121_jpg.rf.XpC6Wl8S0xQxhnmONaGF.jpg,421,995,46,719,3,person
final 2_mp4-7121_jpg.rf.XpC6Wl8S0xQxhnmONaGF.jpg,934,1280,0,557,3,person
final 2_mp4-3344_jpg.rf.Z6HHMFoUhSoFPqfzvLmd.jpg,404,908,72,702,3,person
final 2_mp4-3344_jpg.rf.Z6HHMFoUhSoFPqfzvLmd.jpg,602,768,515,694,1,cell phone
final 2_mp4-4010_jpg.rf.b11yV2yPJwEpOWqpVHB7.jpg,274,1028,118,720,3,person
final 2_mp4-2521_jpg.rf.lAZ7LWAas9SC7iV7mHsF.jpg,890,1230,372,720,1,cell phone
final 2_mp4-2521_jpg.rf.lAZ7LWAas9SC7iV7mHsF.jpg,475,1116,4,720,3,person
final 2_mp4-5241_jpg.rf.lxYiAeKLVSwcJYHoz2RF.jpg,210,459,256,580,1,cell phone
final 2_mp4-5241_jpg.rf.lxYiAeKLVSwcJYHoz2RF.jpg,58,579,66,694,3,person
final 2_mp4-5241_jpg.rf.lxYiAeKLVSwcJYHoz2RF.jpg,648,1019,21,720,3,person
final 2_mp4-0727_jpg.rf.lyIEhGYGYt4a5xXoxuF3.jpg,514,638,140,305,2,laptop
final 2_mp4-0727_jpg.rf.lyIEhGYGYt4a5xXoxuF3.jpg,726,962,617,720,1,cell phone
final 2_mp4-0727_jpg.rf.lyIEhGYGYt4a5xXoxuF3.jpg,519,992,0,692,3,person
final 2_mp4-0727_jpg.rf.lyIEhGYGYt4a5xXoxuF3.jpg,472,675,0,314,3,person
final 2_mp4-0727_jpg.rf.lyIEhGYGYt4a5xXoxuF3.jpg,1008,1125,220,419,3,person
final 2_mp4-2072_jpg.rf.pg4DQh93C5IZD9PNSgXw.jpg,344,944,135,720,3,person
final 2_mp4-2072_jpg.rf.pg4DQh93C5IZD9PNSgXw.jpg,784,1158,0,561,3,person
final 2_mp4-2072_jpg.rf.pg4DQh93C5IZD9PNSgXw.jpg,1077,1280,202,710,3,person
final 2_mp4-5266_jpg.rf.plmSTc8AhwwPkrByKR3k.jpg,249,559,497,619,1,cell phone
final 2_mp4-5266_jpg.rf.plmSTc8AhwwPkrByKR3k.jpg,67,701,106,720,3,person
final 2_mp4-5266_jpg.rf.plmSTc8AhwwPkrByKR3k.jpg,610,993,7,621,3,person
final 2_mp4-5266_jpg.rf.plmSTc8AhwwPkrByKR3k.jpg,831,1209,157,495,2,laptop
final 2_mp4-4314_jpg.rf.qVYDQZlRkELTPbSB2mbo.jpg,282,1010,86,720,3,person
final 2_mp4-5071_jpg.rf.thA0hG1Dvpk6tNcM1cGJ.jpg,219,863,75,720,3,person
final 2_mp4-5071_jpg.rf.thA0hG1Dvpk6tNcM1cGJ.jpg,820,1187,31,527,3,person
final 2_mp4-1617_jpg.rf.twC1CNizSNjC3No0uZib.jpg,508,1048,203,720,3,person
final 2_mp4-1397_jpg.rf.vlazLQH73DYfOTACE7sa.jpg,461,1110,193,720,3,person
final 2_mp4-7432_jpg.rf.zFVtCd0is4tN3to3yRBH.jpg,443,959,55,707,3,person
final 2_mp4-7432_jpg.rf.zFVtCd0is4tN3to3yRBH.jpg,183,452,353,715,2,laptop
final 2_mp4-3369_jpg.rf.zutvlUnhnL4GYbOMeaiE.jpg,577,831,650,720,1,cell phone
final 2_mp4-3369_jpg.rf.zutvlUnhnL4GYbOMeaiE.jpg,429,954,0,628,3,person
final 2_mp4-3369_jpg.rf.zutvlUnhnL4GYbOMeaiE.jpg,399,615,0,313,3,person
final 2_mp4-0694_jpg.rf.0dUkwKa1uVeuVSLi512P.jpg,621,846,602,720,1,cell phone
final 2_mp4-0694_jpg.rf.0dUkwKa1uVeuVSLi512P.jpg,309,825,223,720,3,person
final 2_mp4-0694_jpg.rf.0dUkwKa1uVeuVSLi512P.jpg,921,1245,4,513,3,person
final 2_mp4-4586_jpg.rf.12KSRyUp5jpOM49UDbnJ.jpg,421,973,0,708,3,person
final 2_mp4-4586_jpg.rf.12KSRyUp5jpOM49UDbnJ.jpg,1083,1145,202,535,3,person
final 2_mp4-7219_jpg.rf.3Lhoui2tEJm3is6sLxmf.jpg,461,929,53,720,3,person
final 2_mp4-7219_jpg.rf.3Lhoui2tEJm3is6sLxmf.jpg,850,1160,0,534,3,person
final 2_mp4-2601_jpg.rf.42b6Gv2GLvgbmDggDquF.jpg,400,973,0,720,3,person
final 2_mp4-2601_jpg.rf.42b6Gv2GLvgbmDggDquF.jpg,770,963,117,426,1,cell phone
final 2_mp4-1958_jpg.rf.7hrJSIvhYLcXZLFjspzt.jpg,499,919,264,720,3,person
final 2_mp4-1958_jpg.rf.7hrJSIvhYLcXZLFjspzt.jpg,1138,1280,413,720,3,person
final 2_mp4-1958_jpg.rf.7hrJSIvhYLcXZLFjspzt.jpg,602,686,356,509,1,cell phone
final 2_mp4-3979_jpg.rf.9DHQx2OCvuUELGs5MLqu.jpg,330,1021,94,720,3,person
final 2_mp4-4770_jpg.rf.BTXdKDmfEYzwp4MNPCsC.jpg,1040,1148,232,371,3,person
final 2_mp4-4770_jpg.rf.BTXdKDmfEYzwp4MNPCsC.jpg,414,871,4,720,3,person
final 2_mp4-7300_jpg.rf.BZyO9qDBAMnhznMGVnyS.jpg,504,811,583,720,1,cell phone
final 2_mp4-7300_jpg.rf.BZyO9qDBAMnhznMGVnyS.jpg,544,1246,0,720,3,person
frame_320_jpg.rf.FUErufy2k59hUZ3QoLzQ.jpg,184,485,81,639,3,person
frame_320_jpg.rf.FUErufy2k59hUZ3QoLzQ.jpg,342,470,305,607,1,cell phone
final 2_mp4-8769_jpg.rf.JyuxBnPIRPiSmSw0jtCJ.jpg,502,888,194,718,3,person
final 2_mp4-8769_jpg.rf.JyuxBnPIRPiSmSw0jtCJ.jpg,831,1244,0,537,3,person
frame_1940_jpg.rf.KyRZLT0IdWCyErelJ3gi.jpg,222,465,138,638,3,person
frame_1940_jpg.rf.KyRZLT0IdWCyErelJ3gi.jpg,285,408,307,628,1,cell phone
frame_5340_jpg.rf.LAP2ugR5DuM1P515QatN.jpg,167,482,71,639,3,person
final 2_mp4-8219_jpg.rf.NIGJNrC2mSCrvoXLMtbn.jpg,378,920,179,720,3,person
final 2_mp4-0095_jpg.rf.Rd6o4wyqlgFoU11NZlEO.jpg,590,712,282,493,1,cell phone
final 2_mp4-0095_jpg.rf.Rd6o4wyqlgFoU11NZlEO.jpg,1029,1129,200,374,3,person
final 2_mp4-0095_jpg.rf.Rd6o4wyqlgFoU11NZlEO.jpg,488,1131,12,680,3,person
final 2_mp4-5303_jpg.rf.Td2JsqkG4SjOOPm1nhEu.jpg,457,1044,98,720,3,person
final 2_mp4-1511_jpg.rf.UPa53S9uyVD7QmhxLIu7.jpg,389,1028,231,720,3,person
final 2_mp4-4279_jpg.rf.VjjUeS0IYD1g4Wm3XtCS.jpg,281,991,92,720,3,person
final 2_mp4-4279_jpg.rf.VjjUeS0IYD1g4Wm3XtCS.jpg,437,795,469,720,1,cell phone
frame_2780_jpg.rf.ZSilnVo3Fu4VxKKTM2Tu.jpg,245,456,143,639,3,person
final 2_mp4-4419_jpg.rf.bSmfRzB3ymy76yIMgqbi.jpg,253,1070,71,720,3,person
final 2_mp4-1989_jpg.rf.csQkD6NsjduuPH9s5EGp.jpg,581,952,253,720,3,person
final 2_mp4-1989_jpg.rf.csQkD6NsjduuPH9s5EGp.jpg,670,790,454,594,1,cell phone
final 2_mp4-3355_jpg.rf.dXiHpAYaC0XRhxZxAj9B.jpg,14,493,0,597,3,person
final 2_mp4-3355_jpg.rf.dXiHpAYaC0XRhxZxAj9B.jpg,442,969,45,699,3,person
final 2_mp4-3355_jpg.rf.dXiHpAYaC0XRhxZxAj9B.jpg,540,822,643,720,1,cell phone
final 2_mp4-3355_jpg.rf.dXiHpAYaC0XRhxZxAj9B.jpg,997,1280,179,720,3,person
